Match ID,Date,Venue,Team1,Team2,Toss Winner,Toss Decision,Stage,First Innings Score,First Innings Wicket,Second Innings score,Second Innings Wicket,Match Winner,Won by,Margin,Player of the match
29,25-04-2011,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Pune Warriors India,Pune Warriors India,Field,Group,142.0,6.0,117.0,9.0,Chennai Super Kings,Runs,25.0,Michael Hussey
30,26-04-2011,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,160.0,6.0,161.0,7.0,Royal Challengers Bangalore,Wickets,3.0,Virat Kohli
31,27-04-2011,"DY Patil Stadium, Mumbai",Pune Warriors India,Chennai Super Kings,Pune Warriors India,Bat,Group,141.0,6.0,145.0,2.0,Chennai Super Kings,Wickets,8.0,Doug Bollinger
32,27-04-2011,"Jawaharlal Nehru Stadium, Kochi",Deccan Chargers,Kochi Tuskers Kerala,Kochi Tuskers Kerala,Field,Group,129.0,6.0,74.0,10.0,Deccan Chargers,Runs,55.0,Ishant Sharma
33,28-04-2011,"Feroz Shah Kotla, Delhi",Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,Field,Group,148.0,7.0,131.0,9.0,Kolkata Knight Riders,Runs,17.0,Manoj Tiwary
34,29-04-2011,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,Rajasthan Royals,Rajasthan Royals,Field,Group,94.0,8.0,95.0,3.0,Rajasthan Royals,Wickets,7.0,Johan Botha
35,29-04-2011,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Pune Warriors India,Pune Warriors India,Field,Group,181.0,5.0,155.0,5.0,Royal Challengers Bangalore,Runs,26.0,Virat Kohli
36,30-04-2011,"Jawaharlal Nehru Stadium, Kochi",Delhi Daredevils,Kochi Tuskers Kerala,Delhi Daredevils,Bat,Group,157.0,7.0,119.0,10.0,Delhi Daredevils,Runs,38.0,Virender Sehwag
37,30-04-2011,"Eden Gardens, Kolkata",Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,119.0,6.0,120.0,2.0,Kolkata Knight Riders,Wickets,8.0,Iqbal Abdulla
38,01-05-2011,"Sawai Mansingh Stadium, Jaipur",Pune Warriors India,Rajasthan Royals,Rajasthan Royals,Field,Group,143.0,7.0,144.0,4.0,Rajasthan Royals,Wickets,6.0,Ross Taylor
39,01-05-2011,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Deccan Chargers,Chennai Super Kings,Bat,Group,165.0,5.0,146.0,8.0,Chennai Super Kings,Runs,19.0,Albie morkel
40,02-05-2011,"Wankhede Stadium, Mumbai",Mumbai Indians,Kings XI Punjab,Kings XI Punjab,Field,Group,159.0,5.0,136.0,8.0,Mumbai Indians,Runs,23.0,Kieron Pollard
41,02-05-2011,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Kochi Tuskers Kerala,Kochi Tuskers Kerala,Field,Group,140.0,6.0,141.0,3.0,Kochi Tuskers Kerala,Wickets,7.0,Prasanth Parameswaran
42,03-05-2011,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,Field,Group,169.0,4.0,149.0,6.0,Kolkata Knight Riders,Runs,20.0,Yusuf Pathan
43,04-05-2011,"M. A. Chidambaram Stadium, Chennai",Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Bat,Group,147.0,6.0,149.0,2.0,Chennai Super Kings,Wickets,8.0,Michael Hussey
44,04-05-2011,"DY Patil Stadium, Mumbai",Mumbai Indians,Pune Warriors India,Pune Warriors India,Field,Group,160.0,7.0,139.0,7.0,Mumbai Indians,Runs,21.0,Rahul Sharma
45,05-05-2011,"Jawaharlal Nehru Stadium, Kochi",Kochi Tuskers Kerala,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,156.0,5.0,139.0,7.0,Kochi Tuskers Kerala,Runs,17.0,Brad Hodge
46,05-05-2011,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Deccan Chargers,Delhi Daredevils,Delhi Daredevils,Field,Group,175.0,5.0,179.0,6.0,Delhi Daredevils,Wickets,4.0,Virender Sehwag
47,06-05-2011,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,Field,Group,205.0,6.0,120.0,9.0,Royal Challengers Bangalore,Runs,85.0,Chris Gayle
48,07-05-2011,"Eden Gardens, Kolkata",Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Bat,Group,114.0,4.0,61.0,2.0,Kolkata Knight Riders,Runs,10.0,Iqbal Abdulla
49,07-05-2011,"Wankhede Stadium, Mumbai",Mumbai Indians,Delhi Daredevils,Delhi Daredevils,Field,Group,178.0,4.0,146.0,10.0,Mumbai Indians,Runs,32.0,Ambati Rayudu
50,08-05-2011,"M. Chinnaswamy Stadium, Bangalore",Kochi Tuskers Kerala,Royal Challengers Bangalore,Kochi Tuskers Kerala,Bat,Group,125.0,9.0,128.0,1.0,Royal Challengers Bangalore,Wickets,9.0,Chris Gayle
51,08-05-2011,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Pune Warriors India,Kings XI Punjab,Bat,Group,119.0,8.0,120.0,5.0,Pune Warriors India,Wickets,5.0,Rahul Sharma
52,09-05-2011,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Field,Group,196.0,3.0,133.0,10.0,Chennai Super Kings,Runs,63.0,Murali Vijay
53,10-05-2011,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Deccan Chargers,Pune Warriors India,Deccan Chargers,Bat,Group,136.0,8.0,137.0,4.0,Pune Warriors India,Wickets,6.0,Mitchell Marsh
54,10-05-2011,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Mumbai Indians,Mumbai Indians,Field,Group,163.0,8.0,87.0,10.0,Kings XI Punjab,Runs,76.0,Bhargav Bhatt
55,11-05-2011,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,146.0,6.0,151.0,1.0,Royal Challengers Bangalore,Wickets,9.0,Sreenath Aravind
56,12-05-2011,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,Bat,Group,176.0,4.0,158.0,6.0,Chennai Super Kings,Runs,18.0,Mahendra Singh Dhoni
57,13-05-2011,"Holkar Cricket Stadium, Indore",Kochi Tuskers Kerala,Kings XI Punjab,Kings XI Punjab,Field,Group,178.0,7.0,181.0,4.0,Kings XI Punjab,Wickets,6.0,Dinesh Karthik
58,14-05-2011,"M. Chinnaswamy Stadium, Bangalore",Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,89.0,4.0,105.0,6.0,Royal Challengers Bangalore,Wickets,4.0,Chris Gayle
59,14-05-2011,"Wankhede Stadium, Mumbai",Deccan Chargers,Mumbai Indians,Deccan Chargers,Bat,Group,135.0,6.0,125.0,8.0,Deccan Chargers,Runs,10.0,Amit Mishra
60,15-05-2011,"HPCA Stadium, Dharamsala",Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,Field,Group,170.0,6.0,141.0,8.0,Kings XI Punjab,Runs,29.0,Piyush Chawla
61,15-05-2011,"Holkar Cricket Stadium, Indore",Rajasthan Royals,Kochi Tuskers Kerala,Kochi Tuskers Kerala,Field,Group,97.0,10.0,98.0,2.0,Kochi Tuskers Kerala,Wickets,8.0,Brad Hodge
62,16-05-2011,"DY Patil Stadium, Mumbai",Pune Warriors India,Deccan Chargers,Deccan Chargers,Field,Group,136.0,9.0,138.0,4.0,Deccan Chargers,Wickets,6.0,Amit Mishra
63,17-05-2011,"HPCA Stadium, Dharamsala",Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,Bat,Group,232.0,2.0,121.0,10.0,Kings XI Punjab,Runs,111.0,Adam Gilchrist
64,18-05-2011,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Kochi Tuskers Kerala,Chennai Super Kings,Bat,Group,152.0,5.0,141.0,5.0,Chennai Super Kings,Runs,11.0,Wriddhiman Saha
65,19-05-2011,"DY Patil Stadium, Mumbai",Pune Warriors India,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,118.0,7.0,119.0,3.0,Kolkata Knight Riders,Wickets,7.0,Yusuf Pathan
66,20-05-2011,"Wankhede Stadium, Mumbai",Mumbai Indians,Rajasthan Royals,Mumbai Indians,Bat,Group,133.0,5.0,134.0,0.0,Rajasthan Royals,Wickets,10.0,Shane Watson
67,21-05-2011,"HPCA Stadium, Dharamsala",Deccan Chargers,Kings XI Punjab,Kings XI Punjab,Field,Group,198.0,2.0,116.0,10.0,Deccan Chargers,Runs,82.0,Shikhar Dhawan
68,21-05-2011,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Pune Warriors India,Delhi Daredevils,Bat,Group,56.0,3.0,,,,,,
69,22-05-2011,"M. Chinnaswamy Stadium, Bangalore",Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,128.0,8.0,129.0,2.0,Royal Challengers Bangalore,Wickets,8.0,Chris Gayle
70,22-05-2011,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Field,Group,175.0,7.0,178.0,5.0,Mumbai Indians,Wickets,5.0,James Franklin
71,24-05-2011,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Field,Playoff,175.0,4.0,177.0,4.0,Chennai Super Kings,Wickets,6.0,Suresh Raina
72,25-05-2011,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Field,Playoff,147.0,7.0,148.0,6.0,Mumbai Indians,Wickets,4.0,Munaf Patel
73,27-05-2011,"M. A. Chidambaram Stadium, Chennai",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Field,Playoff,185.0,4.0,142.0,8.0,Royal Challengers Bangalore,Runs,43.0,Chris Gayle
74,28-05-2011,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,Bat,Final,205.0,5.0,147.0,8.0,Chennai Super Kings,Runs,58.0,Murali Vijay
1,04-04-2012,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Mumbai Indians,Mumbai Indians,Field,Group,112.0,10.0,115.0,2.0,Mumbai Indians,Wickets,8.0,Richard Levi
